dataset_id,original,paraphrased,sentiment,original_clean,paraphrased_clean,semantic_distance
1,and he's still my boyfriend http://bit.ly/tSywQ  heheee ,and he's still with me http://bit.ly/tSywQ hehehe,positive,and he's still my boyfriend http://bit.ly/tSywQ  heheee,and he's still with me http://bit.ly/tSywQ hehehe,0.15560985
1,@deebzz Thats good  mine was a little boring... as usual ,"@deebzz That's nice! Mine was pretty dull... same old, same old",negative,@deebzz Thats good  mine was a little boring... as usual,"@deebzz That's nice! Mine was pretty dull... same old, same old",0.3465947
1,is it that hard to text back? ,Is it really too much to ask for a reply?,negative,is it that hard to text back?,Is it really too much to ask for a reply?,0.66162103
4,"As improbable as this premise may seem, Abbass's understated, shining performance offers us the sense that on some elemental level, Lilia deeply wants to break free of her old life.","Though the premise might appear unlikely, Abbass's subtle, luminous portrayal conveys that at her core, Lilia profoundly yearns to escape her former existence.",positive,"As improbable as this premise may seem, Abbass's understated, shining performance offers us the sense that on some elemental level, Lilia deeply wants to break free of her old life.","Though the premise might appear unlikely, Abbass's subtle, luminous portrayal conveys that at her core, Lilia profoundly yearns to escape her former existence.",0.20984209
1,Home. Going out again after.. This. Naleh. ,Home. Heading out again after... This. Naleh.,negative,Home. Going out again after.. This. Naleh.,Home. Heading out again after... This. Naleh.,0.06472409
4,A grand fart coming from a director beginning to resemble someone's crazy French grandfather.,A pompous display from a director who's starting to look like someone's eccentric French grandpa.,negative,A grand fart coming from a director beginning to resemble someone's crazy French grandfather.,A pompous display from a director who's starting to look like someone's eccentric French grandpa.,0.32697254
1,my amends show tonight. get after it. ,My apologies are on display this evening. Go for it.,positive,my amends show tonight. get after it.,My apologies are on display this evening. Go for it.,0.709443
1,&quot;Caribbean Garden&quot; is NEW to 1000 Markets! http://www.1000markets.com/products/63803 I've been busy listing. ,"""Caribbean Garden"" has just arrived at 1000 Markets! http://www.1000markets.com/products/63803 I've been hard at work adding listings.",positive,"""Caribbean Garden"" is NEW to 1000 Markets! http://www.1000markets.com/products/63803 I've been busy listing.","""Caribbean Garden"" has just arrived at 1000 Markets! http://www.1000markets.com/products/63803 I've been hard at work adding listings.",0.060115457
1,LOVED &quot;17 Again&quot;....Zac did great.... ,"I absolutely adored ""17 Again""... Zac's performance was excellent...",positive,"LOVED ""17 Again""....Zac did great....","I absolutely adored ""17 Again""... Zac's performance was excellent...",0.06506139
4,"...a low rate Annie featuring some kid who can't act, only echoes of Jordan, and weirdo actor Crispin Glover screwing things up old school.","...a cheap knockoff Annie with some kid who has no acting ability, just pale imitations of Jordan, and that oddball actor Crispin Glover ruining everything in his typical fashion.",negative,"...a low rate Annie featuring some kid who can't act, only echoes of Jordan, and weirdo actor Crispin Glover screwing things up old school.","...a cheap knockoff Annie with some kid who has no acting ability, just pale imitations of Jordan, and that oddball actor Crispin Glover ruining everything in his typical fashion.",0.100028455
1,is quite happy. hmm yeah ,is pretty pleased. hmm yes,positive,is quite happy. hmm yeah,is pretty pleased. hmm yes,0.29713404
1,.....Lord also knows rite abt know I'm craving me a cinabon ,.....God knows right now I'm really craving a Cinnabon,negative,.....Lord also knows rite abt know I'm craving me a cinabon,.....God knows right now I'm really craving a Cinnabon,0.10979867
1,@Hoobastar wow your first? So you moved here recently huh? Because this is our 4th in so. cal in less than a year  you liked it?,@Hoobastar wow this was your first one? You must have moved here not too long ago then? This is our 4th earthquake in Southern California in under a year - did you enjoy the experience?,negative,@Hoobastar wow your first? So you moved here recently huh? Because this is our 4th in so. cal in less than a year  you liked it?,@Hoobastar wow this was your first one? You must have moved here not too long ago then? This is our 4th earthquake in Southern California in under a year - did you enjoy the experience?,0.36540866
1,@she_writes Aw...  I hope the day gets better for you!,@she_writes Oh... I hope your day improves from here!,negative,@she_writes Aw...  I hope the day gets better for you!,@she_writes Oh... I hope your day improves from here!,0.097123384
1,"too tired for speech, but not for typing ","exhausted beyond words, yet my fingers still find the keys",positive,"too tired for speech, but not for typing","exhausted beyond words, yet my fingers still find the keys",0.63242286
4,"(Clooney's) debut can be accused of being a bit undisciplined, but it has a tremendous, offbeat sense of style and humor that suggests he was influenced by some of the filmmakers who have directed him, especially the Coen brothers and Steven Soderbergh.","While Clooney's first directorial effort may lack some discipline, it showcases a remarkable, quirky style and wit that hints at the influence of directors he's worked with, particularly the Coen brothers and Steven Soderbergh.",positive,"(Clooney's) debut can be accused of being a bit undisciplined, but it has a tremendous, offbeat sense of style and humor that suggests he was influenced by some of the filmmakers who have directed him, especially the Coen brothers and Steven Soderbergh.","While Clooney's first directorial effort may lack some discipline, it showcases a remarkable, quirky style and wit that hints at the influence of directors he's worked with, particularly the Coen brothers and Steven Soderbergh.",0.12426567
1,@HandfulOfMinute I know ... ,I'm aware...,negative,@HandfulOfMinute I know ...,I'm aware...,0.710538
1,just woke up...bout to go to barnes and noble..then the tanning bed. and ps why the hell is it so cold today? ,"Just got up... heading to Barnes and Noble, then off to tan. And seriously, why is it freezing today?",negative,just woke up...bout to go to barnes and noble..then the tanning bed. and ps why the hell is it so cold today?,"Just got up... heading to Barnes and Noble, then off to tan. And seriously, why is it freezing today?",0.12684447
1,"tour of the national gallery, lunch in soho, shopping spree on oxford and regents streets, and dinner at nobu. exhausted but very happy. ","Visited the National Gallery, ate lunch in Soho, went on a shopping marathon along Oxford and Regent Streets, then dined at Nobu. Worn out but absolutely delighted.",positive,"tour of the national gallery, lunch in soho, shopping spree on oxford and regents streets, and dinner at nobu. exhausted but very happy.","Visited the National Gallery, ate lunch in Soho, went on a shopping marathon along Oxford and Regent Streets, then dined at Nobu. Worn out but absolutely delighted.",0.21669841
1,@G2Buck  nice ,@G2Buck  great,positive,@G2Buck  nice,@G2Buck  great,0.061941028
1,OMG! Had to make a new youtube! ElliotJonesVlog  Upsetting.,Oh no! I had to create a new YouTube channel! ElliotJonesVlog. So frustrating.,negative,OMG! Had to make a new youtube! ElliotJonesVlog  Upsetting.,Oh no! I had to create a new YouTube channel! ElliotJonesVlog. So frustrating.,0.14132977
1,Work @ 6 tomorrow  gutted,"Have to work at 6 tomorrow, devastated",negative,Work @ 6 tomorrow  gutted,"Have to work at 6 tomorrow, devastated",0.36818653
1,"@RHughesy i think its adorable how in the short span iv had this, you have updated your &quot;status&quot; 15million times... keep me entertained ","@RHughesy I find it so cute that in the brief time I've had this, you've changed your ""status"" about 15 million times... continue to amuse me",positive,"@RHughesy i think its adorable how in the short span iv had this, you have updated your ""status"" 15million times... keep me entertained","@RHughesy I find it so cute that in the brief time I've had this, you've changed your ""status"" about 15 million times... continue to amuse me",0.25822675
1,India is sick  poor baby!,"India is unwell, poor little one!",negative,India is sick  poor baby!,"India is unwell, poor little one!",0.18266982
1,"@DavidArchie I was just listening to Somebody Out There and that is one awesome song, just thought I'd put that out there ",@DavidArchie I just heard Somebody Out There and it's absolutely incredible - had to let you know!,positive,"@DavidArchie I was just listening to Somebody Out There and that is one awesome song, just thought I'd put that out there",@DavidArchie I just heard Somebody Out There and it's absolutely incredible - had to let you know!,0.33680713
1,Just slammed my finger in the door!  It hurts to write this (teardrops).  ,I just crushed my finger in the door! The pain is making it difficult to type this (crying).,negative,Just slammed my finger in the door!  It hurts to write this (teardrops).,I just crushed my finger in the door! The pain is making it difficult to type this (crying).,0.22865665
1,just showered  Clean clean clean,"freshly showered  So clean, so clean, so clean",positive,just showered  Clean clean clean,"freshly showered  So clean, so clean, so clean",0.22436702
1,We were such a good thing. We were just a good thing... ,We had something truly special. We really had something special...,negative,We were such a good thing. We were just a good thing...,We had something truly special. We really had something special...,0.48706365
1,I think I'm getting sicker. Now sneezing ,I believe my condition is worsening. I'm sneezing now.,negative,I think I'm getting sicker. Now sneezing,I believe my condition is worsening. I'm sneezing now.,0.17868263
1,June already? and the gloom is hitting the OC hard! Raining today ,June has arrived and Orange County is experiencing heavy overcast conditions! It's raining here today,negative,June already? and the gloom is hitting the OC hard! Raining today,June has arrived and Orange County is experiencing heavy overcast conditions! It's raining here today,0.2796049
1,@ThankTank @epcotx ,I can't paraphrase this as it appears to be just social media handles/usernames (@ThankTank @epcotx) rather than a complete sentence with meaning to preserve.,positive,@ThankTank @epcotx,I can't paraphrase this as it appears to be just social media handles/usernames (@ThankTank @epcotx) rather than a complete sentence with meaning to preserve.,0.42587358
1,I'm lonely ,I feel alone,negative,I'm lonely,I feel alone,0.36292273
1,trying to get lady gaga to msg me back =[ i made her a present and want 2know how i can get it to her at her show in perth  shell love it,attempting to get a response from Lady Gaga =[ I created a gift for her and want to figure out how to give it to her at her Perth concert - she'll adore it,positive,trying to get lady gaga to msg me back =[ i made her a present and want 2know how i can get it to her at her show in perth  shell love it,attempting to get a response from Lady Gaga =[ I created a gift for her and want to figure out how to give it to her at her Perth concert - she'll adore it,0.16756713
1,love my bb but got me the wrong kind of peanut butter  can't get this stuff out of the jar,love my baby but they bought me the wrong type of peanut butter and I can't scoop this stuff out of the container,negative,love my bb but got me the wrong kind of peanut butter  can't get this stuff out of the jar,love my baby but they bought me the wrong type of peanut butter and I can't scoop this stuff out of the container,0.2946084
1,Fever.  101.6.  Uggh...  ,Temperature of 101.6. Ugh... feeling awful.,negative,Fever.  101.6.  Uggh...,Temperature of 101.6. Ugh... feeling awful.,0.33407855
1,i think i ate more then i should have.. full and sleepy  #fb,I believe I overindulged... feeling stuffed and drowsy #fb,negative,i think i ate more then i should have.. full and sleepy  #fb,I believe I overindulged... feeling stuffed and drowsy #fb,0.34235013
1,"@chantellejsn WOW thats amazing! it'll take me a while to pay off my osap  damn you deregulated programs, damn you!!","@chantellejsn That's incredible! I'll be stuck paying my OSAP for ages - curse these deregulated programs, curse them!!",negative,"@chantellejsn WOW thats amazing! it'll take me a while to pay off my osap  damn you deregulated programs, damn you!!","@chantellejsn That's incredible! I'll be stuck paying my OSAP for ages - curse these deregulated programs, curse them!!",0.12185717
1,@justinphillip haha yeah we always have loads of fun  you should come join us ;),"@justinphillip haha definitely, we have such a great time - you should totally come hang out with us ;)",positive,@justinphillip haha yeah we always have loads of fun  you should come join us ;),"@justinphillip haha definitely, we have such a great time - you should totally come hang out with us ;)",0.21400446
1,@GetWHITit yo I'm sick...came home to no power  I shoulda been spendin da nite at ur crib,"Hey, I'm not feeling well and got back to find my electricity is out. I really should have stayed over at your place tonight.",negative,@GetWHITit yo I'm sick...came home to no power  I shoulda been spendin da nite at ur crib,"Hey, I'm not feeling well and got back to find my electricity is out. I really should have stayed over at your place tonight.",0.5360803
1,watching the da vinci code alone  @ my appartment,viewing the da vinci code by myself at my place,negative,watching the da vinci code alone  @ my appartment,viewing the da vinci code by myself at my place,0.1596685
1,@danasargent can't believe there was an earthquake while you are there! this is going to be a trip for the record books  ,@danasargent I'm shocked there was an earthquake during your visit! This trip will definitely be one to remember forever,positive,@danasargent can't believe there was an earthquake while you are there! this is going to be a trip for the record books,@danasargent I'm shocked there was an earthquake during your visit! This trip will definitely be one to remember forever,0.1941579
1,No Britney No More.  Hopefully she'll play again in the future and I'll go then,Britney's gone for now. I'm hoping she'll perform again someday so I can catch her then.,negative,No Britney No More.  Hopefully she'll play again in the future and I'll go then,Britney's gone for now. I'm hoping she'll perform again someday so I can catch her then.,0.19035089
1,Aint nothing like sleeping in Saturday mornings!! ,There's nothing quite like sleeping in on Saturday mornings!!,positive,Aint nothing like sleeping in Saturday mornings!!,There's nothing quite like sleeping in on Saturday mornings!!,0.067087054
1,"@marcos_placona ^/blog/page1\.cfm$ /blog/page2.cfm [L] try this, if I understand ur question ",@marcos_placona ^/blog/page1\.cfm$ /blog/page2.cfm [L] give this a shot if I'm getting what you're asking,positive,"@marcos_placona ^/blog/page1\.cfm$ /blog/page2.cfm [L] try this, if I understand ur question",@marcos_placona ^/blog/page1\.cfm$ /blog/page2.cfm [L] give this a shot if I'm getting what you're asking,0.039874315
1,@MGiraudOfficial sounds like its gettin better and better everyday huh? ,"@MGiraudOfficial seems like things are improving more and more each day, right?",positive,@MGiraudOfficial sounds like its gettin better and better everyday huh?,"@MGiraudOfficial seems like things are improving more and more each day, right?",0.20974529
1,7 slices of pizza is turning into a not so good idea. ,Eating 7 slices of pizza is starting to seem like a poor decision.,negative,7 slices of pizza is turning into a not so good idea.,Eating 7 slices of pizza is starting to seem like a poor decision.,0.16631854
1,"Hanging out in Fremont watching the boats wait for the bridge to go up... All those sailboats, none of which are mine ","Spending time in Fremont observing the sailboats lined up for the bridge to open... So many beautiful vessels, yet not a single one belongs to me",negative,"Hanging out in Fremont watching the boats wait for the bridge to go up... All those sailboats, none of which are mine","Spending time in Fremont observing the sailboats lined up for the bridge to open... So many beautiful vessels, yet not a single one belongs to me",0.16511977
1,"@mattgood If you could keep that song up til say, 8 mountain time, that would super ","@mattgood If you could leave that song up until around 8 mountain time, that would be amazing",positive,"@mattgood If you could keep that song up til say, 8 mountain time, that would super","@mattgood If you could leave that song up until around 8 mountain time, that would be amazing",0.073230505
4,Originality is sorely lacking.,There's a severe shortage of creativity.,negative,Originality is sorely lacking.,There's a severe shortage of creativity.,0.65158784
1,I needs a boy friend...  Being this alone kinda hurts. Never been kissed... Though heart broken.,"I need a boyfriend... Being this lonely is painful. I've never been kissed, yet I'm heartbroken.",negative,I needs a boy friend...  Being this alone kinda hurts. Never been kissed... Though heart broken.,"I need a boyfriend... Being this lonely is painful. I've never been kissed, yet I'm heartbroken.",0.16669124
1,Getting ready to head off to Middlesborough Live. Something tells me it's going to P*ss down ,Preparing to leave for Middlesbrough Live. I have a feeling it's going to rain heavily.,negative,Getting ready to head off to Middlesborough Live. Something tells me it's going to P*ss down,Preparing to leave for Middlesbrough Live. I have a feeling it's going to rain heavily.,0.5167777
1,is prawn prawn pant. Must finish that pre-production work tonite yet. ,I'm completely exhausted. I still need to complete that pre-production work tonight.,negative,is prawn prawn pant. Must finish that pre-production work tonite yet.,I'm completely exhausted. I still need to complete that pre-production work tonight.,0.6824423
1,Super tiredd.....Dont really know. =/ gonna sleeeeep in 2moro ,Extremely exhausted... Not really sure. =/ Planning to sleep late tomorrow,positive,Super tiredd.....Dont really know. =/ gonna sleeeeep in 2moro,Extremely exhausted... Not really sure. =/ Planning to sleep late tomorrow,0.46974134
1,"ohh man, no more bridesmaids duties for me.. my poor Vik ","oh wow, I'm done with bridesmaid responsibilities... feeling for my dear Vik",negative,"ohh man, no more bridesmaids duties for me.. my poor Vik","oh wow, I'm done with bridesmaid responsibilities... feeling for my dear Vik",0.10814381
1,Jon &amp; Kate filed for divorce.  ugh that blows i love their family. but SLOTAT is on,"Jon & Kate are getting divorced. That really sucks, I adore their family. At least SLOTAT is on though.",negative,Jon & Kate filed for divorce.  ugh that blows i love their family. but SLOTAT is on,"Jon & Kate are getting divorced. That really sucks, I adore their family. At least SLOTAT is on though.",0.06700772
4,"The film is all over the place, really.",The movie is truly scattered in every direction.,negative,"The film is all over the place, really.",The movie is truly scattered in every direction.,0.34438974
1,"Looking after little Lloydus... he's so sick, and so am I ",,negative,"Looking after little Lloydus... he's so sick, and so am I",,0.9162477
1,#2 Today Recent Vids:  + ^.^ http://tinyurl.com/luhz8m,Recent videos from today: + ^.^ http://tinyurl.com/luhz8m,positive,#2 Today Recent Vids:  + ^.^ http://tinyurl.com/luhz8m,Recent videos from today: + ^.^ http://tinyurl.com/luhz8m,0.22766459
4,"What they're doing is a matter of plumbing arrangements and mind games, of no erotic or sensuous charge.","Their actions involve mere mechanical logistics and psychological manipulation, devoid of any erotic or sensual appeal.",negative,"What they're doing is a matter of plumbing arrangements and mind games, of no erotic or sensuous charge.","Their actions involve mere mechanical logistics and psychological manipulation, devoid of any erotic or sensual appeal.",0.43454838
1,"@Rochellewiseman http://twitpic.com/66rvx picture i drew of your earlir, i'm not the best at drawing, hoping to give it to you at tour  x","@Rochellewiseman http://twitpic.com/66rvx I made a drawing of you earlier - I know I'm not the greatest artist, but I'm hoping to give it to you at the tour x",positive,"@Rochellewiseman http://twitpic.com/66rvx picture i drew of your earlir, i'm not the best at drawing, hoping to give it to you at tour  x","@Rochellewiseman http://twitpic.com/66rvx I made a drawing of you earlier - I know I'm not the greatest artist, but I'm hoping to give it to you at the tour x",0.26549804
1,"house to myself for another hour, seeing my lovely man later. love saturdays ","home alone for one more hour, meeting my wonderful guy later. saturdays are the best",positive,"house to myself for another hour, seeing my lovely man later. love saturdays","home alone for one more hour, meeting my wonderful guy later. saturdays are the best",0.26623243
1,"heyyyyyy well today shall be interesting, can't wait to go see him, as for now I'm watchin a movie   // cool http://gykd.net","heeeeeey today's going to be quite something, really looking forward to seeing him, but right now I'm just watching a film   // nice http://gykd.net",positive,"heyyyyyy well today shall be interesting, can't wait to go see him, as for now I'm watchin a movie   // cool http://gykd.net","heeeeeey today's going to be quite something, really looking forward to seeing him, but right now I'm just watching a film   // nice http://gykd.net",0.1706497
1,@aulia indeed. i enjoyed talking about #mac back then  all my gadgets are going that direction ,@aulia absolutely. i loved discussing #mac in those days  all my devices are heading that way,positive,@aulia indeed. i enjoyed talking about #mac back then  all my gadgets are going that direction,@aulia absolutely. i loved discussing #mac in those days  all my devices are heading that way,0.098597646
1,"depressing, pressuring, irritating day for me today... ","Today has been a disheartening, stressful, and frustrating day for me...",negative,"depressing, pressuring, irritating day for me today...","Today has been a disheartening, stressful, and frustrating day for me...",0.30027723
1,study study study.  What fun on a Saturday. ,Studying all day long. Such a delightful way to spend a Saturday.,negative,study study study.  What fun on a Saturday.,Studying all day long. Such a delightful way to spend a Saturday.,0.24009234
1,to early! ,Too soon!,negative,to early!,Too soon!,0.45230973
1,@OakMonster I hear ya.  ,@OakMonster I understand what you're saying.,negative,@OakMonster I hear ya.,@OakMonster I understand what you're saying.,0.20892203
1,"@fortyfive_ds Wow, well I may have to come  more than once   I want to see all those people","@fortyfive_ds Amazing, I might need to visit multiple times - I'd love to meet everyone there",positive,"@fortyfive_ds Wow, well I may have to come  more than once   I want to see all those people","@fortyfive_ds Amazing, I might need to visit multiple times - I'd love to meet everyone there",0.22974181
1,I've had a bad couple of days ,The past few days have been rough for me.,negative,I've had a bad couple of days,The past few days have been rough for me.,0.35126114
4,That the real Antwone Fisher was able to overcome his personal obstacles and become a good man is a wonderful thing; that he has been able to share his story so compellingly with us is a minor miracle.,It's truly remarkable that the actual Antwone Fisher managed to triumph over his personal challenges and develop into a decent person; his ability to convey his experience to us in such a powerful way is nothing short of extraordinary.,positive,That the real Antwone Fisher was able to overcome his personal obstacles and become a good man is a wonderful thing; that he has been able to share his story so compellingly with us is a minor miracle.,It's truly remarkable that the actual Antwone Fisher managed to triumph over his personal challenges and develop into a decent person; his ability to convey his experience to us in such a powerful way is nothing short of extraordinary.,0.14011478
1,@jocke Move your settings to your dropbox folder. ,@jocke Put your settings in your Dropbox folder.,positive,@jocke Move your settings to your dropbox folder.,@jocke Put your settings in your Dropbox folder.,0.0239681
1,#ontd Cavs lost. ,The Cavaliers were defeated. #ontd,negative,#ontd Cavs lost.,The Cavaliers were defeated. #ontd,0.25187743
4,That the e-graveyard holds as many good ideas as bad is the cold comfort that Chin's film serves up with style and empathy.,"With style and empathy, Chin's film offers the cold comfort that the e-graveyard contains just as many good ideas as bad ones.",positive,That the e-graveyard holds as many good ideas as bad is the cold comfort that Chin's film serves up with style and empathy.,"With style and empathy, Chin's film offers the cold comfort that the e-graveyard contains just as many good ideas as bad ones.",0.041291654
1,drying my hair ,blow-drying my hair,positive,drying my hair,blow-drying my hair,0.08627623
1,wow! my second ETSY treasury. One of my Sea Glass Pods is featured   http://bit.ly/I1yMf,Amazing! This is my second ETSY treasury feature. One of my Sea Glass Pods made it in   http://bit.ly/I1yMf,positive,wow! my second ETSY treasury. One of my Sea Glass Pods is featured   http://bit.ly/I1yMf,Amazing! This is my second ETSY treasury feature. One of my Sea Glass Pods made it in   http://bit.ly/I1yMf,0.07053959
1,@frankschultelad Good morning..Thanks! ,Good morning @frankschultelad... Thank you!,positive,@frankschultelad Good morning..Thanks!,Good morning @frankschultelad... Thank you!,0.05978608
1,"@MissJoJoSmith Nahhh, Its quite early for meee ","@MissJoJoSmith No way, it's actually pretty early for me",positive,"@MissJoJoSmith Nahhh, Its quite early for meee","@MissJoJoSmith No way, it's actually pretty early for me",0.06186211
4,"Despite all the closed-door hanky-panky, the film is essentially juiceless.","Despite all the behind-closed-doors shenanigans, the movie fundamentally lacks any spark.",negative,"Despite all the closed-door hanky-panky, the film is essentially juiceless.","Despite all the behind-closed-doors shenanigans, the movie fundamentally lacks any spark.",0.42211652
1,"@xxtRaGiCmEsSxx me too, kindaa ","I feel the same way, sort of",negative,"@xxtRaGiCmEsSxx me too, kindaa","I feel the same way, sort of",0.8212209
4,(Tries) to parody a genre that's already a joke in the United States.,Attempts to satirize a genre that's already considered laughable in America.,negative,(Tries) to parody a genre that's already a joke in the United States.,Attempts to satirize a genre that's already considered laughable in America.,0.26931727
1,"Mm, Mushroom lasagna. It reminds me of Taos in New Mexico. Good memories. ","Ah, mushroom lasagna. It takes me back to Taos, New Mexico. Such fond memories.",positive,"Mm, Mushroom lasagna. It reminds me of Taos in New Mexico. Good memories.","Ah, mushroom lasagna. It takes me back to Taos, New Mexico. Such fond memories.",0.07910901
1,FUCK!!!!!! I really like that Rick Ross and Dream song agh! I'm a lame ,DAMN!!!!!! I absolutely love that Rick Ross and Dream track ugh! I'm such a dork,negative,FUCK!!!!!! I really like that Rick Ross and Dream song agh! I'm a lame,DAMN!!!!!! I absolutely love that Rick Ross and Dream track ugh! I'm such a dork,0.24613619
1,@shibby ja dann have phun!   ooh brighton beach,@shibby well then enjoy yourself! oh brighton beach,positive,@shibby ja dann have phun!   ooh brighton beach,@shibby well then enjoy yourself! oh brighton beach,0.30629706
4,"A colorful, vibrant introduction to a universal human impulse, lushly photographed and beautifully recorded.","A richly photographed and exquisitely captured exploration of a fundamental human instinct, presented with vivid colors and dynamic energy.",positive,"A colorful, vibrant introduction to a universal human impulse, lushly photographed and beautifully recorded.","A richly photographed and exquisitely captured exploration of a fundamental human instinct, presented with vivid colors and dynamic energy.",0.30415702
1,"@ozzytho Thanks  Y buen hashtag, jeje #followsaturday.","@ozzytho Thanks and nice hashtag, hehe #followsaturday.",positive,"@ozzytho Thanks  Y buen hashtag, jeje #followsaturday.","@ozzytho Thanks and nice hashtag, hehe #followsaturday.",0.1994363
4,"(Toback's) fondness for fancy split-screen, stuttering editing and pompous references to Wittgenstein and Kirkegaard ... blends uneasily with the titillating material.","(Toback's) penchant for elaborate split-screen techniques, choppy editing and pretentious allusions to Wittgenstein and Kirkegaard ... clashes awkwardly with the salacious content.",negative,"(Toback's) fondness for fancy split-screen, stuttering editing and pompous references to Wittgenstein and Kirkegaard ... blends uneasily with the titillating material.","(Toback's) penchant for elaborate split-screen techniques, choppy editing and pretentious allusions to Wittgenstein and Kirkegaard ... clashes awkwardly with the salacious content.",0.17516655
1,is trying to figue out twitter. ,is attempting to understand Twitter.,positive,is trying to figue out twitter.,is attempting to understand Twitter.,0.17188144
4,Why?,What's the reason?,negative,Why?,What's the reason?,0.46061468
4,Featherweight romantic comedy has a few nice twists in a standard plot and the charisma of Hugh Grant and Sandra Bullock.,"This lightweight rom-com offers some pleasant surprises within its conventional storyline, buoyed by the charm of Hugh Grant and Sandra Bullock.",positive,Featherweight romantic comedy has a few nice twists in a standard plot and the charisma of Hugh Grant and Sandra Bullock.,"This lightweight rom-com offers some pleasant surprises within its conventional storyline, buoyed by the charm of Hugh Grant and Sandra Bullock.",0.36468554
1,Morning pals on my way to take my regent but miss lewinsky so tired   Well everyone have a bless one,"Good morning friends, heading to my regent exam but I'm exhausted like Miss Lewinsky. Wishing everyone a blessed day!",negative,Morning pals on my way to take my regent but miss lewinsky so tired   Well everyone have a bless one,"Good morning friends, heading to my regent exam but I'm exhausted like Miss Lewinsky. Wishing everyone a blessed day!",0.15897232
1,@ComedyQueen nah he still on  nj17 still alive  mmm not good haha,"@ComedyQueen nope, he's still on NJ17 and still alive—yeah, not great haha",negative,@ComedyQueen nah he still on  nj17 still alive  mmm not good haha,"@ComedyQueen nope, he's still on NJ17 and still alive—yeah, not great haha",0.05555725
1,"@jtbritto I go commando everyday, just wish more could tell I was doing that, when you sit it hides it too much.  #commandofriday","@jtbritto I never wear underwear, though I wish it was more noticeable to others - sitting down conceals it too well. #commandofriday",negative,"@jtbritto I go commando everyday, just wish more could tell I was doing that, when you sit it hides it too much.  #commandofriday","@jtbritto I never wear underwear, though I wish it was more noticeable to others - sitting down conceals it too well. #commandofriday",0.21673012
1,@omoclese hell yeah man! I got ep 5 to watch tonight. Some cool changes ,@omoclese Awesome dude! I'm watching episode 5 later. Love the interesting modifications they made,positive,@omoclese hell yeah man! I got ep 5 to watch tonight. Some cool changes,@omoclese Awesome dude! I'm watching episode 5 later. Love the interesting modifications they made,0.2351026
1,Loves chacha ,I adore chacha,positive,Loves chacha,I adore chacha,0.1362344
1,@makalita Thanks hun!!  In regards to your status update...shall we just call you Martha from now on?? hehehe,@makalita Thank you sweetie!! About your status update...should we start calling you Martha now?? hahaha,positive,@makalita Thanks hun!!  In regards to your status update...shall we just call you Martha from now on?? hehehe,@makalita Thank you sweetie!! About your status update...should we start calling you Martha now?? hahaha,0.04162872
1,I may have also bought something from Amazon that I've been wanting for ages. ,I might have also purchased something from Amazon that I've been desiring for a really long time.,positive,I may have also bought something from Amazon that I've been wanting for ages.,I might have also purchased something from Amazon that I've been desiring for a really long time.,0.08509421
1,I seem to be losing my faith in knowing I'll get a job before I leave for my Eurotrip. ,I'm starting to doubt whether I'll land a job before my trip to Europe.,negative,I seem to be losing my faith in knowing I'll get a job before I leave for my Eurotrip.,I'm starting to doubt whether I'll land a job before my trip to Europe.,0.3172865
1,@SweetFacePoca ,"I'm unable to paraphrase ""@SweetFacePoca"" as it appears to be a username or handle rather than a sentence with meaning or sentiment to preserve. If you'd like me to paraphrase something, please provide a complete sentence or statement.",negative,@SweetFacePoca,"I'm unable to paraphrase ""@SweetFacePoca"" as it appears to be a username or handle rather than a sentence with meaning or sentiment to preserve. If you'd like me to paraphrase something, please provide a complete sentence or statement.",0.26635516
1,"I've got sunburn on top of my sunburn, and my dental in the morning isn't making it any better. I miss Colton. &amp; still no sorry from you ","I'm dealing with sunburn layered on sunburn, and having dental work tomorrow morning is just adding to my misery. I'm longing for Colton. And you still haven't apologized.",negative,"I've got sunburn on top of my sunburn, and my dental in the morning isn't making it any better. I miss Colton. & still no sorry from you","I'm dealing with sunburn layered on sunburn, and having dental work tomorrow morning is just adding to my misery. I'm longing for Colton. And you still haven't apologized.",0.10970795
4,A smug and convoluted action-comedy that doesn't allow an earnest moment to pass without reminding audiences that it's only a movie.,A self-satisfied and overly complex action-comedy that can't let a single sincere moment go by without making sure viewers remember they're just watching a film.,negative,A smug and convoluted action-comedy that doesn't allow an earnest moment to pass without reminding audiences that it's only a movie.,A self-satisfied and overly complex action-comedy that can't let a single sincere moment go by without making sure viewers remember they're just watching a film.,0.21854424
4,Amazingly dopey.,Incredibly foolish.,positive,Amazingly dopey.,Incredibly foolish.,0.6749647
1,@jordanknight Glad you had so much fun.  Let's do West Coast in 2010 OK?  I'll be there ,@jordanknight Happy to hear you enjoyed yourself so much. How about we make it happen on the West Coast in 2010? Count me in,positive,@jordanknight Glad you had so much fun.  Let's do West Coast in 2010 OK?  I'll be there,@jordanknight Happy to hear you enjoyed yourself so much. How about we make it happen on the West Coast in 2010? Count me in,0.14810026
1,"@mayhemstudios LOL, want my address too? Bet I'd look AlltopAwesomesauce in that shirt. ","@mayhemstudios Haha, should I send you my address as well? I'm sure I'd look absolutely amazing in that shirt.",positive,"@mayhemstudios LOL, want my address too? Bet I'd look AlltopAwesomesauce in that shirt.","@mayhemstudios Haha, should I send you my address as well? I'm sure I'd look absolutely amazing in that shirt.",0.21870345
