dataset_id,original,paraphrased,sentiment
1,"@symphnysldr i would (metaphorically) be there in a heartbeat, but seattle is too far away ","@symphnysldr I'd (figuratively) come in an instant, but Seattle is just too distant",negative
1,"I'm very disappointed tonight, the movie 'Drag Me To Hell' was terrible. Plus I had high-hopes that it will be great. ","I'm really let down tonight - 'Drag Me To Hell' was awful, especially since I had such high expectations for it.",negative
1,bottega louie with moms and broke the bank at the bakery...i tried all those damn macarons! @madmojo alliteration is fun ,Went to Bottega Louie with my mother and spent way too much at the bakery... I sampled every single one of those macarons! @madmojo alliteration is entertaining,positive
1,@stevesics. I have 7 dollars left ,@stevesics. I'm down to my last 7 dollars,negative
1,@Uchenna3 I like feeling like that ,@Uchenna3 I enjoy experiencing that sensation,negative
1,@Kytoo I'm mentally helping you out ,@Kytoo I'm sending you mental support,positive
1,Ok it's nice out now  Taking advantage of it,"Alright, the weather's lovely at the moment. Making the most of it.",positive
1,@TheTZA It's OK... sometimes life gets in the way of living life. Don't feel bad and I hope that things are OK now. ,@TheTZA No worries... occasionally life interferes with actually enjoying life. Please don't feel guilty and I hope everything is alright now.,positive
1,I need to get some work done today! No time to relax ,I have to accomplish some tasks today! There's no opportunity to unwind.,negative
4,"Not too fancy, not too filling, not too fluffy, but definitely tasty and sweet.","Not overly elaborate, not overly heavy, not overly airy, but certainly delicious and sweet.",positive
1,@katdabrat77 Yippie!! lol sounds summery too ,@katdabrat77 Woohoo!! haha it has such a summer vibe as well,positive
1,@anthonynorth thanks for the writing prompts !! hope i can write smthing good ,@anthonynorth appreciate the writing prompts!! hopefully I'll create something worthwhile,positive
1,Have to wait for the maintenance guy today. Pipes in building getting a makeover and bathroom sink went haywire this weekend ,I need to stick around for the maintenance person today. They're renovating the building's plumbing and my bathroom sink started malfunctioning over the weekend.,negative
1,@pegpie nice! how was it? ,@pegpie awesome! what was it like?,positive
4,"Not everyone will welcome or accept The Trials of Henry Kissinger as faithful portraiture, but few can argue that the debate it joins is a necessary and timely one.","While The Trials of Henry Kissinger may not be embraced by all as an accurate depiction, hardly anyone can dispute that it engages in an essential and urgent discussion.",positive
1,"@wesleylove haha, no! speeding  but no ticket, so it's ok!","@wesleylove haha, nope! got pulled over for speeding but didn't get a ticket, so all good!",negative
4,This is a shrewd and effective film from a director who understands how to create and sustain a mood.,This is a clever and powerful movie by a filmmaker who knows how to establish and maintain an atmosphere.,positive
4,"""Mr. Deeds"" is suitable summer entertainment that offers escapism without requiring a great deal of thought.","""Mr. Deeds"" provides ideal warm-weather diversion that delivers an escape from reality without demanding much mental effort.",positive
1,"@olaj Yes, I successfully added Mikogo. Thanks for your help. I'm also following @AlternativeTo now as well  Cheers, Andrew","@olaj Great, I've successfully set up Mikogo. Appreciate your assistance. I've also started following @AlternativeTo too. Thanks, Andrew",positive
1,@katrinabikini only if you rhink you should ,@katrinabikini only if you feel you should,positive
1,@kisshippie13 An ultimate dilemma. Yet I have energy to go downstairs for a drink. I think its potential CBA feeling once in a game haha ,@kisshippie13 The classic struggle. Though somehow I can muster the motivation to head downstairs for a beverage. I suspect it's that possible can't-be-bothered vibe that hits once you're already gaming lol,positive
1,#iremember I couldn't wait to graduate from HS and turn 18 and now that I have I wish could turn back in time. ,"#iremember Being so eager to finish high school and become 18, but now that it's happened, I long to go back to those days.",negative
1,"@FranciscoIV txt:   I am feeling much better, thank you.   How was Fangtasia this evening?","I'm feeling a lot better now, thanks. How did things go at Fangtasia tonight?",positive
1,So... @hillsongunited was in New Jersey last week &amp; is in New York tonight. AAAHH!! Why didn't I know before they came. I LOVE HILLSONG!! ,So... @hillsongunited was in New Jersey last week & is in New York tonight. AAAHH!! Why wasn't I aware before they arrived. I ADORE HILLSONG!!,negative
1,getting ready to have a big graduation party for my oldest!! Had to wait for my middle son to get home. ,Preparing to throw a huge graduation celebration for my eldest! We needed to hold off until my middle child returned home.,positive
1,has a cold and hayfever! this sux! no singin 4 me for a few days then.  how is every1 2day? hope ur all havin a wonderful day. xx,I'm sick with a cold and allergies! This is terrible! I won't be able to sing for a few days. How is everyone doing today? I hope you're all having a great day. xx,negative
1,I'd be the photon to your electron and take you to an excited state. Lol ,I'd be the light particle to your charged particle and elevate you to a higher energy level. Haha,positive
1,At least TwitterFox is still alive! ,"TwitterFox is still going strong, thankfully!",positive
4,"While general audiences might not come away with a greater knowledge of the facts of Cuban music, they'll be treated to an impressive and highly entertaining celebration of its sounds.","Though mainstream viewers may not gain deeper insight into Cuban music's history, they'll experience a spectacular and thoroughly enjoyable tribute to its rhythms.",positive
1,I have the hungrys.  ,I'm feeling hungry.,negative
4,"In a movie full of surprises, the biggest is that Secret Ballot is a comedy, both gentle and biting.",The film's most unexpected twist is that Secret Ballot manages to be a comedy that's simultaneously tender and sharp.,positive
4,"Dog Soldiers doesn't transcend genre -- it embraces it, energizes it and takes big bloody chomps out of it.","Dog Soldiers doesn't rise above genre conventions -- it fully accepts them, invigorates them, and sinks its teeth deep into them with savage enthusiasm.",positive
4,The film's hero is a bore and his innocence soon becomes a questionable kind of inexcusable dumb innocence.,"The movie's protagonist is tedious, and his naivety quickly transforms into an indefensibly foolish sort of innocence.",negative
1,just got back from bohol and guess wat my skin color is alrwady very brown ,I just returned from Bohol and you can imagine how tan my skin has become!,negative
1,@ktsummer EEK!  I hope I wasn't seen as a ditcher!  I worked my booty off in 5*!  &amp; almost missed pic. (would have been worth it!)  ,@ktsummer YIKES! I really hope I didn't come across as someone who bailed! I busted my tail in 5*! & nearly didn't make the photo (though it would've been worth missing!),positive
1,Amy really made me sad ,Amy truly hurt my feelings,negative
1,my mp3 is broooooooken!!! mesosad! ,My MP3 player is broken!!! I'm so sad!,negative
1,Numbing the seven gnatbites on my thigh with an ice pack ,Applying an ice pack to soothe the seven gnat bites on my thigh,negative
1,Finally home now and not planning on leavin till I have to!  ,At last I'm home and I'm not going anywhere until it's absolutely necessary!,positive
4,"A pleasing, often-funny comedy.",A delightful and frequently humorous comedy.,positive
1,"Spewed last night, still can't handle liquor. Oh well! ","Threw up last night, still can't tolerate alcohol. Oh well!",positive
1,So my dog is dripping massive amounts of drool from one side of the house to the other. I'm so gonna slip in it ,My dog is leaving huge puddles of drool all across the house. I'm definitely going to slip on it,positive
4,"All in all, it's a pretty good execution of a story that's a lot richer than the ones Hollywood action screenwriters usually come up with on their own.","Overall, it's a well-crafted narrative with far more depth than what Hollywood action writers typically create independently.",positive
1,@TehGrumpyDude I ventured out in the rain only to find the 24 hour store was closed. Now I'm hungry. ,"@TehGrumpyDude I braved the rain to get to the 24-hour shop, but it was shut. Still starving.",negative
1,@CraigFL yeah too bad we won't see any updates at all ,@CraigFL unfortunately we're not going to get any updates whatsoever,negative
1,Edward Scissorhands again. I love this part.  I feel like watching Tim Burtom movies all day. xD -pulls out DVDs- Watching........erm....,Edward Scissorhands once more. This is my favorite scene. I'm in the mood to binge Tim Burton films today. xD -grabs the DVDs- Time to watch........um....,positive
1,Cant believe how shitty some kids parents are. Poor little thing. ,I can't believe how terrible some parents can be to their children. That poor little one.,negative
1,This One Is For You - Free Marketing  | MangoOrangeï¿½ http://bit.ly/149tPJ,This One Is For You - Complimentary Marketing | MangoOrange http://bit.ly/149tPJ,positive
1, cramps. FUCK YOU. ugh asdfghjkl; in so much pain right now. I should go eat a banana. http://tumblr.com/xzr1wz7ez,Cramps. I HATE THIS. ugh asdfghjkl; experiencing such intense pain at the moment. Maybe I should have a banana. http://tumblr.com/xzr1wz7ez,negative
4,"Both shrill and soporific, and because everything is repeated five or six times, it can seem tiresomely simpleminded.","Simultaneously piercing and sleep-inducing, with its constant repetition of every element five or six times, it comes across as tediously simplistic.",negative
1,@xryanrussellx shattered ,@xryanrussellx devastated,negative
1,@annabethblue that sucks.  though also reminds me to go check on my own laundry.  Weekend treating you well?,@annabethblue that's unfortunate. but it does remind me I should check my laundry too. Is your weekend going okay?,negative
1,relaxing with the folkss  ,chilling with the family,positive
1,"I'm going to take my contacts out, and once I have annoying plastic-frame glasses on I'll want to go to bed (to get them off my face). ","I'm going to remove my contacts, and once I'm wearing those irritating plastic-frame glasses, I'll be eager to go to sleep (just to get them off my face).",positive
4,"Where Tom Green stages his gags as assaults on America's knee-jerk moral sanctimony, Jackass lacks aspirations of social upheaval.","While Tom Green frames his pranks as attacks on America's reflexive moral self-righteousness, Jackass has no ambitions of societal disruption.",negative
1,@rustyrockets that is the first time I've heard of someone not ripping Ricky apart after this mornings fight!! ,@rustyrockets this is the first instance I've come across of someone not tearing into Ricky following this morning's fight!!,positive
1,@Dorden It was shit! No free wifi wtf ,"@Dorden It was terrible! No complimentary wifi, seriously?",negative
4,"Seagal ran out of movies years ago, and this is just the proof.","Seagal's film career ended long ago, and this simply confirms it.",negative
1,"Party!  I'm already tipsy.    If you don't hear back from me, I'm still at Molly's.  #fb","Celebration! I'm already a bit buzzed. If I don't respond, I'm still hanging out at Molly's. #fb",positive
4,"(Russell) makes good B movies (The Mask, The Blob), and The Scorpion King more than ably meets those standards.","Russell creates solid B movies (The Mask, The Blob), and The Scorpion King easily lives up to those expectations.",positive
1,Sometimes a friend just needs a lil push ,Sometimes a friend just needs a little nudge,positive
1,the sun is shining. but i have drama today ahh.  i wanna sunbathe for a living.,"The sun's out, but I've got drama to deal with today ugh. I wish I could just get paid to lie in the sun.",negative
1,i need a haircut and i wanna do something diff! what should i doooooo? ,I need a haircut and want to try something different! What should I go for?,negative
1,@isinuyasha ... well... half as bad as me bricking my 3 days old g1 ...  post that pic somewhere!,@isinuyasha ... okay... only half as terrible as when I ruined my brand new G1 after just 3 days... share that photo somewhere!,positive
1,@littleblackboot I was in the class sweetheart    youmei told me last minute. I skipped geo to look for you. couldnt find you. :/,"@littleblackboot I was there in class, sweetheart. Youmei only let me know at the last second. I ditched geography trying to find you but had no luck. :/",negative
1,@lanehartwell You're the second to say that. I take it as a complement. ,@lanehartwell You're the second person to mention that. I consider it a compliment.,positive
4,"The mood, look and tone of the film fit the incredible storyline to a T.","The film's atmosphere, visual style and overall feel perfectly complement its amazing plot.",positive
1,yay. kris allen is singing the national anthem for the game! ,Awesome! Kris Allen is performing the national anthem at the game!,positive
1,Its cooooold ,It's freezing!,negative
1,"@geekigirl if plan b is beef , no problems with that, even Scotty would approve. Enjoy. ","@geekigirl if the backup option is beef, that's totally fine - even Scotty would give it a thumbs up. Have fun!",positive
1,"We have a new dog. Walking along boni high, looking for a decent restaurant and wanting a nice decent dinner ","We got a new dog. Strolling down Bonifacio High Street, searching for a good restaurant where we can enjoy a proper meal.",positive
1,Surprises at airports = amazing  now movies and cuddles,"Airport surprises are wonderful, and now it's time for movies and snuggling",positive
1,Twitterberry isn't working for me anymore...grrrrrrr. It's freezing up my BB ,Twitterberry keeps freezing my BlackBerry and won't work anymore...grrrrrrr.,negative
1,@toylike Ð² Ñ?Ð¼ÑÑ?Ð»Ðµ Ñ? FMCG Ñ?ÑÐ¾ yet another heuristics trick ,@toylike in the sense that with FMCG it's yet another heuristics trick,positive
1,"@aristeia Oh well, I wouldn't say we were awesome, but thanks! uhm, not quite sure about Sweden - just now that the Danes is ON TOP now! ","@aristeia Well, I wouldn't claim we were amazing, but I appreciate it! Um, I'm not really certain about Sweden - except that the Danes are LEADING right now!",positive
4,"By the time the plot grinds itself out in increasingly incoherent fashion, you might be wishing for a watch that makes time go faster rather than the other way around.","As the story stumbles toward its conclusion in ever more confusing ways, you'll likely find yourself wanting a timepiece that speeds things up instead of slowing them down.",negative
1,they say the first week of being single is always the roughest - thank god that's over with... 9 days til @lisabarone arrives!! ,they say the initial week after a breakup is always the hardest - so glad that's behind me... 9 days until @lisabarone gets here!!,positive
1,Laying in bed... I wish my baby was hee to read me my bedtime story ,Lying in bed... I wish my little one was here to read me my bedtime story,negative
1,@kateatthemotel Soz Katem that last rant was for you ,"@kateatthemotel Sorry Kate, that previous tirade was directed at you",positive
1,"@Ivan_Petrov Sounds like a fun summer coming  at least for you. Mine is,as always,prone to sudden unexpected changes.","@Ivan_Petrov Seems like you've got an exciting summer ahead - for you anyway. Mine tends to be subject to unpredictable shifts, as usual.",positive
1,idk what im doing. ,I have no idea what I'm doing.,negative
4,The problem with movies about angels is they have a tendency to slip into hokum.,Films featuring angels often have a habit of descending into sentimental nonsense.,negative
1,@Ohmahlanta Well I still love Heather Palmer.... He's listening to the hokey pokey now! ,@Ohmahlanta I still adore Heather Palmer though.... He's got the hokey pokey playing now!,negative
1,and he's still my boyfriend http://bit.ly/tSywQ  heheee ,and he's still with me http://bit.ly/tSywQ hehehe,positive
1,@deebzz Thats good  mine was a little boring... as usual ,"@deebzz That's nice! Mine was pretty dull... same old, same old",negative
1,is it that hard to text back? ,Is it really too much to ask for a reply?,negative
4,"As improbable as this premise may seem, Abbass's understated, shining performance offers us the sense that on some elemental level, Lilia deeply wants to break free of her old life.","Though the premise might appear unlikely, Abbass's subtle, luminous portrayal conveys that at her core, Lilia profoundly yearns to escape her former existence.",positive
1,Home. Going out again after.. This. Naleh. ,Home. Heading out again after... This. Naleh.,negative
4,A grand fart coming from a director beginning to resemble someone's crazy French grandfather.,A pompous display from a director who's starting to look like someone's eccentric French grandpa.,negative
1,my amends show tonight. get after it. ,My apologies are on display this evening. Go for it.,positive
1,&quot;Caribbean Garden&quot; is NEW to 1000 Markets! http://www.1000markets.com/products/63803 I've been busy listing. ,"""Caribbean Garden"" has just arrived at 1000 Markets! http://www.1000markets.com/products/63803 I've been hard at work adding listings.",positive
1,LOVED &quot;17 Again&quot;....Zac did great.... ,"I absolutely adored ""17 Again""... Zac's performance was excellent...",positive
4,"...a low rate Annie featuring some kid who can't act, only echoes of Jordan, and weirdo actor Crispin Glover screwing things up old school.","...a cheap knockoff Annie with some kid who has no acting ability, just pale imitations of Jordan, and that oddball actor Crispin Glover ruining everything in his typical fashion.",negative
1,is quite happy. hmm yeah ,is pretty pleased. hmm yes,positive
1,.....Lord also knows rite abt know I'm craving me a cinabon ,.....God knows right now I'm really craving a Cinnabon,negative
1,@Hoobastar wow your first? So you moved here recently huh? Because this is our 4th in so. cal in less than a year  you liked it?,@Hoobastar wow this was your first one? You must have moved here not too long ago then? This is our 4th earthquake in Southern California in under a year - did you enjoy the experience?,negative
1,@she_writes Aw...  I hope the day gets better for you!,@she_writes Oh... I hope your day improves from here!,negative
1,"too tired for speech, but not for typing ","exhausted beyond words, yet my fingers still find the keys",positive
4,"(Clooney's) debut can be accused of being a bit undisciplined, but it has a tremendous, offbeat sense of style and humor that suggests he was influenced by some of the filmmakers who have directed him, especially the Coen brothers and Steven Soderbergh.","While Clooney's first directorial effort may lack some discipline, it showcases a remarkable, quirky style and wit that hints at the influence of directors he's worked with, particularly the Coen brothers and Steven Soderbergh.",positive
1,@HandfulOfMinute I know ... ,I'm aware...,negative
1,just woke up...bout to go to barnes and noble..then the tanning bed. and ps why the hell is it so cold today? ,"Just got up... heading to Barnes and Noble, then off to tan. And seriously, why is it freezing today?",negative
1,"tour of the national gallery, lunch in soho, shopping spree on oxford and regents streets, and dinner at nobu. exhausted but very happy. ","Visited the National Gallery, ate lunch in Soho, went on a shopping marathon along Oxford and Regent Streets, then dined at Nobu. Worn out but absolutely delighted.",positive
1,@G2Buck  nice ,@G2Buck  great,positive
1,OMG! Had to make a new youtube! ElliotJonesVlog  Upsetting.,Oh no! I had to create a new YouTube channel! ElliotJonesVlog. So frustrating.,negative
1,Work @ 6 tomorrow  gutted,"Have to work at 6 tomorrow, devastated",negative
1,"@RHughesy i think its adorable how in the short span iv had this, you have updated your &quot;status&quot; 15million times... keep me entertained ","@RHughesy I find it so cute that in the brief time I've had this, you've changed your ""status"" about 15 million times... continue to amuse me",positive
1,India is sick  poor baby!,"India is unwell, poor little one!",negative
1,"@DavidArchie I was just listening to Somebody Out There and that is one awesome song, just thought I'd put that out there ",@DavidArchie I just heard Somebody Out There and it's absolutely incredible - had to let you know!,positive
1,Just slammed my finger in the door!  It hurts to write this (teardrops).  ,I just crushed my finger in the door! The pain is making it difficult to type this (crying).,negative
1,just showered  Clean clean clean,"freshly showered  So clean, so clean, so clean",positive
1,We were such a good thing. We were just a good thing... ,We had something truly special. We really had something special...,negative
1,I think I'm getting sicker. Now sneezing ,I believe my condition is worsening. I'm sneezing now.,negative
1,June already? and the gloom is hitting the OC hard! Raining today ,June has arrived and Orange County is experiencing heavy overcast conditions! It's raining here today,negative
1,@ThankTank @epcotx ,I can't paraphrase this as it appears to be just social media handles/usernames (@ThankTank @epcotx) rather than a complete sentence with meaning to preserve.,positive
1,I'm lonely ,I feel alone,negative
1,trying to get lady gaga to msg me back =[ i made her a present and want 2know how i can get it to her at her show in perth  shell love it,attempting to get a response from Lady Gaga =[ I created a gift for her and want to figure out how to give it to her at her Perth concert - she'll adore it,positive
1,love my bb but got me the wrong kind of peanut butter  can't get this stuff out of the jar,love my baby but they bought me the wrong type of peanut butter and I can't scoop this stuff out of the container,negative
1,Fever.  101.6.  Uggh...  ,Temperature of 101.6. Ugh... feeling awful.,negative
1,i think i ate more then i should have.. full and sleepy  #fb,I believe I overindulged... feeling stuffed and drowsy #fb,negative
1,"@chantellejsn WOW thats amazing! it'll take me a while to pay off my osap  damn you deregulated programs, damn you!!","@chantellejsn That's incredible! I'll be stuck paying my OSAP for ages - curse these deregulated programs, curse them!!",negative
1,@justinphillip haha yeah we always have loads of fun  you should come join us ;),"@justinphillip haha definitely, we have such a great time - you should totally come hang out with us ;)",positive
1,@GetWHITit yo I'm sick...came home to no power  I shoulda been spendin da nite at ur crib,"Hey, I'm not feeling well and got back to find my electricity is out. I really should have stayed over at your place tonight.",negative
1,watching the da vinci code alone  @ my appartment,viewing the da vinci code by myself at my place,negative
1,@danasargent can't believe there was an earthquake while you are there! this is going to be a trip for the record books  ,@danasargent I'm shocked there was an earthquake during your visit! This trip will definitely be one to remember forever,positive
1,No Britney No More.  Hopefully she'll play again in the future and I'll go then,Britney's gone for now. I'm hoping she'll perform again someday so I can catch her then.,negative
1,Aint nothing like sleeping in Saturday mornings!! ,There's nothing quite like sleeping in on Saturday mornings!!,positive
1,"@marcos_placona ^/blog/page1\.cfm$ /blog/page2.cfm [L] try this, if I understand ur question ",@marcos_placona ^/blog/page1\.cfm$ /blog/page2.cfm [L] give this a shot if I'm getting what you're asking,positive
1,@MGiraudOfficial sounds like its gettin better and better everyday huh? ,"@MGiraudOfficial seems like things are improving more and more each day, right?",positive
1,7 slices of pizza is turning into a not so good idea. ,Eating 7 slices of pizza is starting to seem like a poor decision.,negative
1,"Hanging out in Fremont watching the boats wait for the bridge to go up... All those sailboats, none of which are mine ","Spending time in Fremont observing the sailboats lined up for the bridge to open... So many beautiful vessels, yet not a single one belongs to me",negative
1,"@mattgood If you could keep that song up til say, 8 mountain time, that would super ","@mattgood If you could leave that song up until around 8 mountain time, that would be amazing",positive
4,Originality is sorely lacking.,There's a severe shortage of creativity.,negative
1,I needs a boy friend...  Being this alone kinda hurts. Never been kissed... Though heart broken.,"I need a boyfriend... Being this lonely is painful. I've never been kissed, yet I'm heartbroken.",negative
1,Getting ready to head off to Middlesborough Live. Something tells me it's going to P*ss down ,Preparing to leave for Middlesbrough Live. I have a feeling it's going to rain heavily.,negative
1,is prawn prawn pant. Must finish that pre-production work tonite yet. ,I'm completely exhausted. I still need to complete that pre-production work tonight.,negative
1,Super tiredd.....Dont really know. =/ gonna sleeeeep in 2moro ,Extremely exhausted... Not really sure. =/ Planning to sleep late tomorrow,positive
1,"ohh man, no more bridesmaids duties for me.. my poor Vik ","oh wow, I'm done with bridesmaid responsibilities... feeling for my dear Vik",negative
1,Jon &amp; Kate filed for divorce.  ugh that blows i love their family. but SLOTAT is on,"Jon & Kate are getting divorced. That really sucks, I adore their family. At least SLOTAT is on though.",negative
4,"The film is all over the place, really.",The movie is truly scattered in every direction.,negative
1,"Looking after little Lloydus... he's so sick, and so am I ",,negative
1,#2 Today Recent Vids:  + ^.^ http://tinyurl.com/luhz8m,Recent videos from today: + ^.^ http://tinyurl.com/luhz8m,positive
4,"What they're doing is a matter of plumbing arrangements and mind games, of no erotic or sensuous charge.","Their actions involve mere mechanical logistics and psychological manipulation, devoid of any erotic or sensual appeal.",negative
1,"@Rochellewiseman http://twitpic.com/66rvx picture i drew of your earlir, i'm not the best at drawing, hoping to give it to you at tour  x","@Rochellewiseman http://twitpic.com/66rvx I made a drawing of you earlier - I know I'm not the greatest artist, but I'm hoping to give it to you at the tour x",positive
1,"house to myself for another hour, seeing my lovely man later. love saturdays ","home alone for one more hour, meeting my wonderful guy later. saturdays are the best",positive
1,"heyyyyyy well today shall be interesting, can't wait to go see him, as for now I'm watchin a movie   // cool http://gykd.net","heeeeeey today's going to be quite something, really looking forward to seeing him, but right now I'm just watching a film   // nice http://gykd.net",positive
1,@aulia indeed. i enjoyed talking about #mac back then  all my gadgets are going that direction ,@aulia absolutely. i loved discussing #mac in those days  all my devices are heading that way,positive
1,"depressing, pressuring, irritating day for me today... ","Today has been a disheartening, stressful, and frustrating day for me...",negative
1,study study study.  What fun on a Saturday. ,Studying all day long. Such a delightful way to spend a Saturday.,negative
1,to early! ,Too soon!,negative
1,@OakMonster I hear ya.  ,@OakMonster I understand what you're saying.,negative
1,"@fortyfive_ds Wow, well I may have to come  more than once   I want to see all those people","@fortyfive_ds Amazing, I might need to visit multiple times - I'd love to meet everyone there",positive
1,I've had a bad couple of days ,The past few days have been rough for me.,negative
4,That the real Antwone Fisher was able to overcome his personal obstacles and become a good man is a wonderful thing; that he has been able to share his story so compellingly with us is a minor miracle.,It's truly remarkable that the actual Antwone Fisher managed to triumph over his personal challenges and develop into a decent person; his ability to convey his experience to us in such a powerful way is nothing short of extraordinary.,positive
1,@jocke Move your settings to your dropbox folder. ,@jocke Put your settings in your Dropbox folder.,positive
1,#ontd Cavs lost. ,The Cavaliers were defeated. #ontd,negative
4,That the e-graveyard holds as many good ideas as bad is the cold comfort that Chin's film serves up with style and empathy.,"With style and empathy, Chin's film offers the cold comfort that the e-graveyard contains just as many good ideas as bad ones.",positive
1,drying my hair ,blow-drying my hair,positive
1,wow! my second ETSY treasury. One of my Sea Glass Pods is featured   http://bit.ly/I1yMf,Amazing! This is my second ETSY treasury feature. One of my Sea Glass Pods made it in   http://bit.ly/I1yMf,positive
1,@frankschultelad Good morning..Thanks! ,Good morning @frankschultelad... Thank you!,positive
1,"@MissJoJoSmith Nahhh, Its quite early for meee ","@MissJoJoSmith No way, it's actually pretty early for me",positive
4,"Despite all the closed-door hanky-panky, the film is essentially juiceless.","Despite all the behind-closed-doors shenanigans, the movie fundamentally lacks any spark.",negative
1,"@xxtRaGiCmEsSxx me too, kindaa ","I feel the same way, sort of",negative
4,(Tries) to parody a genre that's already a joke in the United States.,Attempts to satirize a genre that's already considered laughable in America.,negative
1,"Mm, Mushroom lasagna. It reminds me of Taos in New Mexico. Good memories. ","Ah, mushroom lasagna. It takes me back to Taos, New Mexico. Such fond memories.",positive
1,FUCK!!!!!! I really like that Rick Ross and Dream song agh! I'm a lame ,DAMN!!!!!! I absolutely love that Rick Ross and Dream track ugh! I'm such a dork,negative
1,@shibby ja dann have phun!   ooh brighton beach,@shibby well then enjoy yourself! oh brighton beach,positive
4,"A colorful, vibrant introduction to a universal human impulse, lushly photographed and beautifully recorded.","A richly photographed and exquisitely captured exploration of a fundamental human instinct, presented with vivid colors and dynamic energy.",positive
1,"@ozzytho Thanks  Y buen hashtag, jeje #followsaturday.","@ozzytho Thanks and nice hashtag, hehe #followsaturday.",positive
4,"(Toback's) fondness for fancy split-screen, stuttering editing and pompous references to Wittgenstein and Kirkegaard ... blends uneasily with the titillating material.","(Toback's) penchant for elaborate split-screen techniques, choppy editing and pretentious allusions to Wittgenstein and Kirkegaard ... clashes awkwardly with the salacious content.",negative
1,is trying to figue out twitter. ,is attempting to understand Twitter.,positive
4,Why?,What's the reason?,negative
4,Featherweight romantic comedy has a few nice twists in a standard plot and the charisma of Hugh Grant and Sandra Bullock.,"This lightweight rom-com offers some pleasant surprises within its conventional storyline, buoyed by the charm of Hugh Grant and Sandra Bullock.",positive
1,Morning pals on my way to take my regent but miss lewinsky so tired   Well everyone have a bless one,"Good morning friends, heading to my regent exam but I'm exhausted like Miss Lewinsky. Wishing everyone a blessed day!",negative
1,@ComedyQueen nah he still on  nj17 still alive  mmm not good haha,"@ComedyQueen nope, he's still on NJ17 and still alive—yeah, not great haha",negative
1,"@jtbritto I go commando everyday, just wish more could tell I was doing that, when you sit it hides it too much.  #commandofriday","@jtbritto I never wear underwear, though I wish it was more noticeable to others - sitting down conceals it too well. #commandofriday",negative
1,@omoclese hell yeah man! I got ep 5 to watch tonight. Some cool changes ,@omoclese Awesome dude! I'm watching episode 5 later. Love the interesting modifications they made,positive
1,Loves chacha ,I adore chacha,positive
1,@makalita Thanks hun!!  In regards to your status update...shall we just call you Martha from now on?? hehehe,@makalita Thank you sweetie!! About your status update...should we start calling you Martha now?? hahaha,positive
1,I may have also bought something from Amazon that I've been wanting for ages. ,I might have also purchased something from Amazon that I've been desiring for a really long time.,positive
1,I seem to be losing my faith in knowing I'll get a job before I leave for my Eurotrip. ,I'm starting to doubt whether I'll land a job before my trip to Europe.,negative
1,@SweetFacePoca ,"I'm unable to paraphrase ""@SweetFacePoca"" as it appears to be a username or handle rather than a sentence with meaning or sentiment to preserve. If you'd like me to paraphrase something, please provide a complete sentence or statement.",negative
1,"I've got sunburn on top of my sunburn, and my dental in the morning isn't making it any better. I miss Colton. &amp; still no sorry from you ","I'm dealing with sunburn layered on sunburn, and having dental work tomorrow morning is just adding to my misery. I'm longing for Colton. And you still haven't apologized.",negative
4,A smug and convoluted action-comedy that doesn't allow an earnest moment to pass without reminding audiences that it's only a movie.,A self-satisfied and overly complex action-comedy that can't let a single sincere moment go by without making sure viewers remember they're just watching a film.,negative
4,Amazingly dopey.,Incredibly foolish.,positive
1,@jordanknight Glad you had so much fun.  Let's do West Coast in 2010 OK?  I'll be there ,@jordanknight Happy to hear you enjoyed yourself so much. How about we make it happen on the West Coast in 2010? Count me in,positive
1,"@mayhemstudios LOL, want my address too? Bet I'd look AlltopAwesomesauce in that shirt. ","@mayhemstudios Haha, should I send you my address as well? I'm sure I'd look absolutely amazing in that shirt.",positive
1,@AndrewBravener is that from 'Rent'??  lol  hope u have fun ooooouuuuutttt  2night!  ,@AndrewBravener Is that a reference to 'Rent'?? haha hope you have a great time out tonight!,positive
1,"@Jughead_Jones Oh, I'm very sorry to hear that.  I'm sure it's a very emotional time. Hopefully you and your wife are dealing with it ok.",@Jughead_Jones I'm so sorry you're going through this. It must be such a difficult and emotional period. I hope you and your wife are managing to cope alright.,negative
4,Festers in just such a dungpile that you'd swear you were watching monkeys flinging their feces at you.,Rots in exactly the kind of garbage heap that makes you feel like you're being pelted with waste by primates.,negative
1,@AlyxOwns so much for sea world ,Sea World is definitely out of the question now,negative
1,Thanks so much for the #followfriday  @rainyz @JGosling @robertmale @JLambertmusic @PomegranPenguin @brianjshoopman @michaelpboatman,Thank you very much for the #followfriday @rainyz @JGosling @robertmale @JLambertmusic @PomegranPenguin @brianjshoopman @michaelpboatman,positive
1,"do things out of love, not fear. ","act from love, not from fear.",positive
1,@lilliz002 will u be my twitter friend and tweet me lol! no one else on here replies to me  im such an unloved nobody,"@lilliz002 would you like to be friends on Twitter and chat with me haha! Nobody here ever responds to my tweets, I feel like such an ignored outsider",negative
4,No film could possibly be more contemptuous of the single female population.,No movie could show greater disdain for unmarried women.,negative
1,Well went to walmart with my friend Alex..  didn't see the hott boy tonight though ,Went to Walmart with my friend Alex tonight.. but didn't spot the cute guy unfortunately,negative
